identifiant;metier;sexe;tranches d'âge;enfant_conduite_accompagne;usage_vehicule;type_vehicule;age_vehicule;type_conduite;date_demande;etat_dossier;formule;;;tranches d'âge;moyenne_tarif_devis
202200565;Souffleur De Verre;M;54-71;1;Private;Minivan;1;Highly Rural/ Rural;07/04/2022 11:09;Complet;Dev_Integral;;;;
202200566;Professeur Dans L'Enseignement Agricole;F;54-71;0;Private;Minivan;1;Highly Urban/ Urban;11/01/2022 23:53;Complet;Dev_Express;;;;
202200567;Visiteur Médical Médicale;F;54-71;0;Private;Sports Car;9;Highly Urban/ Urban;07/01/2022 04:46;Complet;Dev_Integral;;;;
202200568;Chargé De Pharmacovigilance;F;54-71;0;Private;SUV;5;Highly Urban/ Urban;05/03/2022 12:14;Complet;Dev_Express;;;;
202200569;Technicien Biologiste;M;54-71;0;Private;SUV;7;Highly Urban/ Urban;20/02/2022 18:23;Complet;Dev_Integral;;;;
202200570;Inspecteur De Banque;M;54-71;1;Commercial;Pickup;18;Highly Rural/ Rural;07/05/2022 03:05;Complet;Dev_Integral;;;;
202200571;Contrôleur Aérien Aérienne;M;54-71;0;Private;Minivan;5;Highly Urban/ Urban;25/02/2022 19:06;Complet;Dev_Express;;;;
202200572;Puériculteur;F;54-71;0;Private;Minivan;9;Highly Urban/ Urban;28/05/2022 00:32;Complet;Dev_Vip;;;;
202200573;Tapissier D'Ameublement;F;54-71;0;Private;Van;14;Highly Urban/ Urban;29/01/2022 15:32;Complet;Dev_Integral;;;;
202200574;Archéologue;M;54-71;0;Private;SUV;6;Highly Urban/ Urban;03/03/2022 09:25;Complet;Dev_Integral;;;;
202200575;Halieute;F;54-71;1;Private;SUV;1;Highly Urban/ Urban;12/03/2022 08:44;Complet;Dev_Express;;;;
202200576;Veilleur Stratégique;M;54-71;0;Private;Minivan;21;Highly Urban/ Urban;04/04/2022 15:50;Complet;Dev_Express;;;;
202200577;Mécanicien D'Entretien D'Avion;M;54-71;0;Private;Minivan;8;Highly Urban/ Urban;25/03/2022 07:11;Complet;Dev_Integral;;;;
202200578;Opérateur De Fabrication De Produits Alimentaires;F;54-71;0;Commercial;Minivan;1;Highly Urban/ Urban;23/03/2022 12:28;Complet;Dev_Integral;;;;
202200579;Technicien Réalisateur Réalisatrice Radio;F;54-71;0;Private;SUV;1;Highly Urban/ Urban;21/01/2022 20:42;Complet;Dev_Express;;;;
202200580;Secrétaire De Rédaction;M;54-71;0;Commercial;SUV;1;Highly Urban/ Urban;18/01/2022 19:29;Complet;Dev_Express;;;;
202200581;Mécanicien Marine Navigant;M;54-71;0;Commercial;Pickup;7;Highly Rural/ Rural;18/05/2022 13:33;Complet;Dev_Premium;;;;
202200582;Dépanneur En Électroménager;M;54-71;0;Private;Minivan;12;Highly Urban/ Urban;24/05/2022 14:39;Complet;Dev_Premium;;;;
202200583;Géomaticien;M;54-71;0;Private;Minivan;1;Highly Urban/ Urban;23/03/2022 01:48;Complet;Dev_Express;;;;
202200584;Opticien-Lunetier;F;54-71;0;Private;Minivan;1;Highly Urban/ Urban;31/05/2022 05:19;Complet;Dev_Premium;;;;
202200585;Enseignant De La Conduite Automobile Et De La Sécurité Routière;F;54-71;4;Private;SUV;6;Highly Urban/ Urban;23/05/2022 14:29;Complet;Dev_Integral;;;;
202200586;Mécatronicien;M;54-71;0;Commercial;Pickup;12;Highly Urban/ Urban;12/02/2022 17:39;Complet;Dev_Integral;;;;
202200587;Ingénieur Cloud Computing;M;54-71;0;Private;Minivan;;Highly Urban/ Urban;25/02/2022 05:54;Complet;Dev_Integral;;;;
202200588;Administrateur De Base De Données;F;54-71;0;Private;SUV;8;Highly Urban/ Urban;07/02/2022 00:44;Complet;Dev_Integral;;;;
202200589;Chef Des Ventes;M;54-71;0;Private;Minivan;10;Highly Urban/ Urban;11/05/2022 05:29;Complet;Dev_Express;;;;
202200590;Professeur Dans L'Enseignement Agricole;F;54-71;1;Private;SUV;10;Highly Urban/ Urban;15/05/2022 09:25;Complet;Dev_Express;;;;
202200591;Conducteur Routier Routière;F;54-71;0;Private;Sports Car;12;Highly Urban/ Urban;26/01/2022 19:37;Complet;Dev_Express;;;;
202200592;Responsable E-Crm;F;54-71;0;Private;SUV;14;Highly Urban/ Urban;18/01/2022 01:43;Complet;Dev_Premium;;;;
202200593;Enseignant Spécialisé Spécialisée;F;54-71;0;Private;SUV;1;Highly Rural/ Rural;02/05/2022 23:12;Complet;Dev_Integral;;;;
202200594;Gestionnaire De Contrats Informatiques;F;54-71;0;Private;Van;1;Highly Urban/ Urban;21/05/2022 08:38;Complet;Dev_Express;;;;
202200595;Moniteur D'Activités Équestres;M;54-71;0;Commercial;SUV;1;Highly Rural/ Rural;29/05/2022 19:59;Complet;Dev_Premium;;;;
202200596;Chargé Hygiène Sécurité Environnement (Hse);F;54-71;0;Commercial;Minivan;6;Highly Urban/ Urban;20/03/2022 10:44;Complet;Dev_Express;;;;
202200597;Régisseur De Spectacles;F;54-71;0;Private;Minivan;15;Highly Urban/ Urban;14/03/2022 05:41;Complet;Dev_Express;;;;
202200598;Magistrat;F;54-71;0;Private;Minivan;11;Highly Urban/ Urban;28/01/2022 11:20;Complet;Dev_Express;;;;
202200599;Verrier Au Chalumeau;F;54-71;0;Commercial;Pickup;1;Highly Urban/ Urban;14/05/2022 00:58;Complet;Dev_Express;;;;
202200600;Mécanicien-Réparateur En Matériel Agricole;M;54-71;0;Private;SUV;8;Highly Urban/ Urban;14/03/2022 17:19;Complet;Dev_Express;;;;
202200601;Esthéticien-Cosméticien;M;54-71;1;Commercial;Minivan;12;Highly Urban/ Urban;06/05/2022 14:07;Complet;Dev_Express;;;;
202200602;Chef De Projet Éolien;M;54-71;0;Commercial;SUV;9;Highly Urban/ Urban;20/01/2022 00:10;Complet;Dev_Integral;;;;
202200603;Animateur De Bassin Versant;F;54-71;0;Private;SUV;1;Highly Urban/ Urban;23/03/2022 18:01;Complet;Dev_Integral;;;;
202200604;Conducteur De Travaux  Agricoles;F;54-71;0;Private;Pickup;1;Highly Urban/ Urban;27/05/2022 23:47;Complet;Dev_Express;;;;
202200605;Matelot À La Pêche;F;54-71;0;Commercial;SUV;4;Highly Urban/ Urban;27/04/2022 00:03;Complet;Dev_Express;;;;
202200606;Palefrenier;F;54-71;0;Private;Sports Car;7;Highly Rural/ Rural;30/01/2022 11:59;Complet;Dev_Integral;;;;
202200607;Chercheur En Physique;F;54-71;0;Private;SUV;1;Highly Urban/ Urban;05/01/2022 12:35;Complet;Dev_Premium;;;;
202200608;Esthéticien-Cosméticien;M;54-71;0;Commercial;Van;16;Highly Urban/ Urban;18/03/2022 04:49;Complet;Dev_Integral;;;;
202200609;Hydrogéologue;M;54-71;0;Commercial;Panel Truck;13;Highly Rural/ Rural;08/01/2022 11:44;Complet;Dev_Integral;;;;
202200610;Animateur 2D Et 3D;M;54-71;0;Commercial;Van;8;Highly Urban/ Urban;10/01/2022 18:15;Complet;Dev_Integral;;;;
202200611;Artiste De Cirque;M;54-71;0;Private;SUV;1;Highly Rural/ Rural;14/01/2022 11:21;Complet;Dev_Integral;;;;
202200612;Testeur;F;54-71;0;Commercial;Van;12;Highly Urban/ Urban;16/02/2022 23:39;Complet;Dev_Express;;;;
202200613;Vendeur-Conseil En Matériel Agricole;M;54-71;0;Private;Minivan;12;Highly Rural/ Rural;04/02/2022 03:00;Complet;Dev_Express;;;;
202200614;Géothermicien;M;54-71;0;Private;SUV;;Highly Urban/ Urban;26/03/2022 19:37;Complet;Dev_Premium;;;;
202200615;Commercial Export;F;54-71;0;Commercial;Van;6;Highly Urban/ Urban;10/05/2022 08:25;Complet;Dev_Premium;;;;
202200616;Professeur De Mathématiques Ou De Physique-Chimie;F;54-71;0;Private;Minivan;;Highly Urban/ Urban;18/04/2022 14:58;Complet;Dev_Integral;;;;
202200617;Chercheur En Chimie;F;54-71;0;Private;Minivan;1;Highly Rural/ Rural;23/01/2022 05:32;Complet;Dev_Premium;;;;
202200618;Conseiller Sportif Sportive En Salle De Remise En Forme;M;54-71;0;Commercial;SUV;1;Highly Urban/ Urban;13/01/2022 00:17;Complet;Dev_Integral;;;;
202200619;Chercheur En Biologie;M;54-71;0;Private;Minivan;;Highly Urban/ Urban;24/05/2022 23:51;Complet;Dev_Integral;;;;
202200620;Ingénieur Chimiste En Développement Analytique;F;54-71;0;Private;Van;13;Highly Urban/ Urban;07/05/2022 12:43;Complet;Dev_Express;;;;
202200621;Toiletteur D'Animaux;M;54-71;1;Commercial;Minivan;1;Highly Urban/ Urban;09/04/2022 06:44;Complet;Dev_Premium;;;;
202200622;Horloger;F;54-71;0;Commercial;Minivan;;Highly Rural/ Rural;10/02/2022 21:22;Complet;Dev_Express;;;;
202200623;Conducteur De Travaux  Agricoles;F;54-71;0;Private;SUV;9;Highly Urban/ Urban;19/02/2022 18:27;Complet;Dev_Express;;;;
202200624;Maquettiste;F;54-71;0;Private;Sports Car;7;Highly Urban/ Urban;07/04/2022 02:19;Complet;Dev_Premium;;;;
202200625;Pilote De Ligne;F;54-71;0;Private;SUV;11;Highly Urban/ Urban;08/01/2022 06:18;Complet;Dev_Premium;;;;
202200626;Ingénieur Technico-Commercial Technico-Commerciale En Électronique;M;54-71;1;Private;Minivan;8;Highly Urban/ Urban;10/01/2022 03:39;Complet;Dev_Integral;;;;
202200627;Commerçant En Alimentation;F;54-71;0;Private;Minivan;7;Highly Rural/ Rural;10/01/2022 09:54;Complet;Dev_Express;;;;
202200628;Chef De Publicité;M;54-71;0;Private;Minivan;;Highly Urban/ Urban;27/01/2022 16:05;Complet;Dev_Integral;;;;
202200629;Conseiller En Fusions-Acquisitions;F;54-71;0;Private;Minivan;17;Highly Urban/ Urban;09/02/2022 23:54;Complet;Dev_Express;;;;
202200630;Consultant En Validation;F;54-71;0;Commercial;Panel Truck;18;Highly Urban/ Urban;06/05/2022 19:05;Complet;Dev_Express;;;;
202200631;Chargé D'Affaires En Génie Climatique;M;54-71;0;Commercial;SUV;1;Highly Urban/ Urban;02/02/2022 00:42;Complet;Dev_Integral;;;;
202200632;Agent De Développement Des Énergies Renouvelables;F;54-71;1;Private;SUV;11;Highly Rural/ Rural;29/04/2022 01:23;Complet;Dev_Integral;;;;
202200633;Rudologue;M;54-71;1;Private;Sports Car;8;Highly Urban/ Urban;21/05/2022 22:35;Complet;Dev_Integral;;;;
202200634;Gestionnaire De Contrats Informatiques;F;54-71;0;Commercial;Minivan;9;Highly Urban/ Urban;25/03/2022 02:23;Complet;Dev_Integral;;;;
202200635;Auteur-Compositeur Interprète Interprète;F;54-71;0;Private;Minivan;1;Highly Urban/ Urban;09/04/2022 15:27;Complet;Dev_Integral;;;;
202200636;Animateur D'Activités Physiques Et Sportives Pour Tous;M;54-71;0;Commercial;Van;;Highly Urban/ Urban;15/02/2022 23:41;Complet;Dev_Integral;;;;
202200637;Directeur D'Hôtel;F;54-71;0;Commercial;Pickup;1;Highly Urban/ Urban;01/04/2022 04:04;Complet;Dev_Express;;;;
202200638;Professeur En Activité Physique Adaptée;F;54-71;0;Commercial;SUV;12;Highly Urban/ Urban;10/03/2022 16:31;Complet;Dev_Integral;;;;
202200639;Coffreur-Boiseur;F;54-71;0;Private;Van;12;Highly Urban/ Urban;19/04/2022 19:52;Complet;Dev_Integral;;;;
202200640;Artiste De Cirque;M;54-71;0;Private;SUV;13;Highly Urban/ Urban;03/01/2022 06:55;Complet;Dev_Premium;;;;
202200641;Ingénieur De La Police Technique Et Scientifique;F;54-71;0;Private;Sports Car;4;Highly Urban/ Urban;08/04/2022 21:31;Complet;Dev_Express;;;;
202200642;Formateur En Informatique;F;54-71;0;Private;SUV;9;Highly Rural/ Rural;27/05/2022 17:51;Complet;Dev_Premium;;;;
202200643;Microtechnicien;M;54-71;0;Private;Minivan;1;Highly Rural/ Rural;17/04/2022 11:37;Complet;Dev_Integral;;;;
202200644;Fiscaliste;M;54-71;0;Commercial;Panel Truck;19;Highly Urban/ Urban;27/01/2022 10:26;Complet;Dev_Express;;;;
202200645;Vendeur En Magasin;F;54-71;0;Private;SUV;1;Highly Urban/ Urban;13/02/2022 11:48;Complet;Dev_Premium;;;;
202200646;Chef De Rayon;M;54-71;0;Commercial;Van;1;Highly Urban/ Urban;27/03/2022 04:34;Complet;Dev_Integral;;;;
202200647;Vendeur-Magasinier En Fournitures Automobiles;M;54-71;1;Commercial;Panel Truck;8;Highly Urban/ Urban;19/04/2022 01:02;Complet;Dev_Premium;;;;
202200648;Mécanicien Et Technicien;M;54-71;0;Commercial;Minivan;11;Highly Rural/ Rural;16/02/2022 07:07;Complet;Dev_Integral;;;;
202200649;Chargé Des Relations Publiques;M;54-71;0;Commercial;Panel Truck;16;Highly Urban/ Urban;29/01/2022 06:11;Complet;Dev_Express;;;;
202200650;Staffeur-Ornemaniste;F;54-71;0;Private;SUV;;Highly Urban/ Urban;02/05/2022 16:43;Complet;Dev_Integral;;;;
202200651;Architecte;F;54-71;0;Private;Sports Car;8;Highly Rural/ Rural;02/04/2022 11:55;Complet;Dev_Express;;;;
202200652;Collaborateur De Notaire De Notaire;M;54-71;1;Commercial;Pickup;1;Highly Urban/ Urban;29/05/2022 03:14;Complet;Dev_Integral;;;;
202200653;Directeur De Magasin À Grande Surface;F;54-71;0;Private;Minivan;14;Highly Urban/ Urban;03/04/2022 03:15;Complet;Dev_Integral;;;;
202200654;Chargé Hygiène Sécurité Environnement (Hse);F;54-71;0;Commercial;Panel Truck;;Highly Urban/ Urban;22/04/2022 13:14;Complet;Dev_Integral;;;;
202200655;Agent Arboricole;F;54-71;0;Private;Pickup;;Highly Urban/ Urban;31/03/2022 03:07;Complet;Dev_Express;;;;
202200656;Trader;M;54-71;0;Commercial;Panel Truck;8;Highly Urban/ Urban;22/03/2022 14:39;Complet;Dev_Express;;;;
202200657;Horticulteur;F;54-71;2;Private;Minivan;1;Highly Urban/ Urban;26/05/2022 20:49;Complet;Dev_Integral;;;;
202200658;Chef De Fabrication Des Industries Graphiques;M;54-71;1;Private;Sports Car;1;Highly Urban/ Urban;16/02/2022 18:11;Complet;Dev_Premium;;;;
202200659;Administrateur De Biens;M;54-71;1;Private;Minivan;7;Highly Rural/ Rural;21/05/2022 16:11;Complet;Dev_Integral;;;;
202200660;Chirurgien;M;54-71;0;Private;SUV;7;Highly Urban/ Urban;27/04/2022 16:49;Complet;Dev_Integral;;;;
202200661;Agent Immobilier Immobilière;F;54-71;0;Private;SUV;1;Highly Rural/ Rural;07/02/2022 21:25;Complet;Dev_Integral;;;;
202200662;Huissier De Justice;F;54-71;0;Private;SUV;1;Highly Urban/ Urban;23/03/2022 22:44;Complet;Dev_Vip;;;;
202200663;Collaborateur De Notaire De Notaire;M;54-71;0;Private;Minivan;;Highly Rural/ Rural;13/04/2022 00:52;Complet;Dev_Express;;;;
202200664;Aide-Soignant;M;54-71;0;Commercial;Minivan;9;Highly Rural/ Rural;01/05/2022 01:21;Complet;Dev_Integral;;;;
202200665;Accompagnateur En Moyenne Montagne;M;54-71;0;Commercial;Minivan;1;Highly Urban/ Urban;05/01/2022 00:48;Complet;Dev_Integral;;;;
202200666;Ingénieur D'Études En Sûreté Nucléaire;M;54-71;0;Commercial;SUV;1;Highly Urban/ Urban;11/03/2022 05:31;Complet;Dev_Integral;;;;
202200667;Reporter-Photographe;M;54-71;0;Commercial;SUV;7;Highly Urban/ Urban;25/02/2022 23:45;Complet;Dev_Express;;;;
202200668;Militaire Du Rang De L'Armée De Terre;M;54-71;0;Commercial;SUV;8;Highly Rural/ Rural;10/02/2022 16:25;Complet;Dev_Premium;;;;
202200669;Professeur D'Éducation Physique Et Sportive (Eps);F;54-71;0;Private;SUV;1;Highly Urban/ Urban;16/01/2022 23:49;Complet;Dev_Integral;;;;
202200670;Toiletteur D'Animaux;F;54-71;0;Private;Minivan;11;Highly Urban/ Urban;05/02/2022 17:39;Complet;Dev_Express;;;;
202200671;Développeur D'Applications Mobiles;M;54-71;0;Commercial;Panel Truck;6;Highly Urban/ Urban;10/05/2022 21:14;Complet;Dev_Express;;;;
202200672;Biostatisticien;F;54-71;0;Private;Minivan;15;Highly Urban/ Urban;21/02/2022 10:07;Complet;Dev_Integral;;;;
202200673;Administrateur De Spectacle;M;54-71;0;Commercial;Minivan;7;Highly Urban/ Urban;07/02/2022 05:05;Complet;Dev_Integral;;;;
202200674;Technicien Pétrolier Pétrolière;M;54-71;1;Commercial;Pickup;1;Highly Rural/ Rural;11/03/2022 21:23;Complet;Dev_Premium;;;;
202200675;Ébéniste;M;54-71;1;Commercial;SUV;13;Highly Urban/ Urban;12/01/2022 21:51;Complet;Dev_Express;;;;
202200676;Ingénieur En Imagerie Médicale;F;54-71;2;Private;Minivan;13;Highly Urban/ Urban;10/03/2022 05:03;Complet;Dev_Integral;;;;
202200677;Carrossier;M;54-71;0;Private;Minivan;7;Highly Urban/ Urban;03/03/2022 11:24;Complet;Dev_Integral;;;;
202200678;Conseiller En Séjour;M;54-71;0;Private;Minivan;5;Highly Urban/ Urban;20/05/2022 14:45;Complet;Dev_Integral;;;;
202200679;Écrivain;F;54-71;0;Private;Minivan;11;Highly Urban/ Urban;16/04/2022 00:49;Complet;Dev_Express;;;;
202200680;Éducateur Sportif Sportive Des Activités Aquatiques Et De La Natation;F;54-71;0;Private;SUV;12;Highly Urban/ Urban;07/01/2022 09:45;Complet;Dev_Integral;;;;
202200681;Modiste;F;54-71;0;Private;Minivan;13;Highly Urban/ Urban;15/05/2022 03:11;Complet;Dev_Premium;;;;
202200682;Ingénieur En Génie Climatique;F;54-71;0;Private;SUV;9;Highly Urban/ Urban;23/03/2022 06:12;Complet;Dev_Express;;;;
202200683;Militaire Du Rang De L'Armée De Terre;M;54-71;1;Private;Sports Car;11;Highly Urban/ Urban;10/03/2022 08:37;Complet;Dev_Integral;;;;
202200684;Chef De Projet Web/Mobile;M;54-71;1;Commercial;Van;1;Highly Urban/ Urban;15/05/2022 02:01;Complet;Dev_Integral;;;;
202200685;Gestionnaire De Patrimoine;M;54-71;0;Private;SUV;10;Highly Urban/ Urban;09/03/2022 03:43;Complet;Dev_Premium;;;;
202200686;Technicien D'Exploitation De L'Eau;M;54-71;0;Commercial;Minivan;6;Highly Urban/ Urban;27/01/2022 08:09;Complet;Dev_Premium;;;;
202200687;Juriste En Droit Social;F;54-71;0;Private;Minivan;7;Highly Urban/ Urban;08/05/2022 19:44;Complet;Dev_Premium;;;;
202200688;Officier De Gendarmerie;M;54-71;0;Private;Minivan;14;Highly Urban/ Urban;29/01/2022 10:17;Complet;Dev_Premium;;;;
202200689;Chef De Chantier;F;54-71;0;Private;Minivan;1;Highly Rural/ Rural;03/03/2022 08:35;Complet;Dev_Express;;;;
202200690;Contrôleur De Gestion;M;54-71;2;Private;SUV;5;Highly Rural/ Rural;18/05/2022 20:23;Complet;Dev_Integral;;;;
202200691;Coordonnateur D'Études Cliniques;M;54-71;0;Private;SUV;5;Highly Urban/ Urban;19/02/2022 06:28;Complet;Dev_Express;;;;
202200692;Conseiller Pénitentiaire D'Insertion Et De Probation;M;54-71;0;Commercial;Panel Truck;12;Highly Urban/ Urban;23/03/2022 01:32;Complet;Dev_Vip;;;;
202200693;Directeur De Restaurant;F;54-71;0;Private;Van;1;Highly Urban/ Urban;26/01/2022 05:48;Complet;Dev_Express;;;;
202200694;Consultant En Validation;M;54-71;0;Private;SUV;12;Highly Urban/ Urban;06/05/2022 08:05;Complet;Dev_Integral;;;;
202200695;Concepteur De Niveaux De Jeu Web;F;54-71;0;Commercial;Minivan;1;Highly Rural/ Rural;30/03/2022 01:16;Complet;Dev_Express;;;;
202200696;Statisticien En Analyse Sensorielle;M;54-71;0;Commercial;SUV;1;Highly Urban/ Urban;04/04/2022 10:38;Complet;Dev_Premium;;;;
202200697;Géologue Modélisateur;M;54-71;0;Commercial;Panel Truck;;Highly Urban/ Urban;11/02/2022 02:39;Complet;Dev_Integral;;;;
202200698;Chef D'Exploitation D'Usine D'Incinération;M;54-71;0;Commercial;Van;;Highly Rural/ Rural;26/05/2022 00:20;Complet;Dev_Premium;;;;
202200699;Régisseur Lumière;M;54-71;0;Private;Pickup;1;Highly Rural/ Rural;02/04/2022 18:10;Complet;Dev_Express;;;;
202200700;Correcteur;F;54-71;0;Private;Van;18;Highly Urban/ Urban;13/02/2022 22:32;Complet;Dev_Express;;;;
202200701;Conseiller Agricole;F;54-71;1;Private;SUV;6;Highly Rural/ Rural;03/01/2022 03:03;Complet;Dev_Integral;;;;
202200702;Responsable Approvisionnement;F;54-71;0;Commercial;Panel Truck;10;Highly Urban/ Urban;14/02/2022 17:36;Complet;Dev_Express;;;;
202200703;Libraire;M;54-71;0;Private;Minivan;16;Highly Urban/ Urban;06/02/2022 07:26;Complet;Dev_Integral;;;;
202200704;Ingénieur Électronicien Électronicienne Des Systèmes De La Sécurité Aérienne (Iessa);F;54-71;0;Commercial;SUV;11;Highly Urban/ Urban;24/05/2022 19:47;Complet;Dev_Integral;;;;
202200705;Technicien Démonstrateur Démonstratrice En Matériel Agricole;M;54-71;0;Private;Minivan;1;Highly Urban/ Urban;15/03/2022 22:50;Complet;Dev_Express;;;;
202200706;Diététicien;M;54-71;0;Commercial;Van;8;Highly Rural/ Rural;07/02/2022 07:14;Complet;Dev_Integral;;;;
202200707;Intégrateur Web;F;54-71;1;Private;Minivan;10;Highly Urban/ Urban;26/05/2022 05:51;Complet;Dev_Express;;;;
202200708;Conseiller Pénitentiaire D'Insertion Et De Probation;M;54-71;2;Commercial;SUV;1;Highly Urban/ Urban;17/03/2022 13:43;Complet;Dev_Integral;;;;
202200709;Credit Manager;M;54-71;0;Private;SUV;8;Highly Rural/ Rural;14/01/2022 17:48;Complet;Dev_Express;;;;
202200710;Médiateur Familial Familiale;F;54-71;0;Private;Minivan;1;Highly Urban/ Urban;16/01/2022 03:47;Complet;Dev_Premium;;;;
202200711;Secrétaire Médical;M;54-71;0;Private;Sports Car;20;Highly Rural/ Rural;14/02/2022 22:46;Complet;Dev_Premium;;;;
202200712;Aide-Chimiste;M;54-71;0;Private;Pickup;14;Highly Urban/ Urban;27/01/2022 03:55;Complet;Dev_Premium;;;;
202200713;Orthodontiste;M;54-71;0;Private;Sports Car;9;Highly Urban/ Urban;03/02/2022 18:51;Complet;Dev_Integral;;;;
202200714;Syndic De Copropriété;F;54-71;0;Private;Sports Car;9;Highly Urban/ Urban;30/01/2022 11:38;Complet;Dev_Integral;;;;
202200715;Formulateur;M;54-71;0;Private;Minivan;1;Highly Urban/ Urban;20/04/2022 07:29;Complet;Dev_Premium;;;;
202200716;Ingénieur Process Aval;F;54-71;0;Private;Sports Car;1;Highly Urban/ Urban;02/02/2022 14:25;Complet;Dev_Integral;;;;
202200717;Formateur D'Adultes;M;54-71;0;Private;Pickup;9;Highly Urban/ Urban;18/03/2022 07:40;Complet;Dev_Express;;;;
202200718;Conseiller En Assurances;F;54-71;0;Private;Minivan;1;Highly Urban/ Urban;18/03/2022 03:20;Complet;Dev_Premium;;;;
202200719;Secrétaire Médical;M;54-71;0;Private;Minivan;7;Highly Urban/ Urban;18/01/2022 08:22;Complet;Dev_Integral;;;;
202200720;Statisticien En Géomarketing;F;54-71;0;Commercial;Panel Truck;;Highly Urban/ Urban;18/05/2022 18:08;Complet;Dev_Integral;;;;
202200721;Guide-Conférencier;F;54-71;0;Commercial;Van;5;Highly Urban/ Urban;24/05/2022 02:44;Complet;Dev_Integral;;;;
202200722;Directeur Artistique;M;54-71;0;Private;Sports Car;20;Highly Urban/ Urban;14/04/2022 03:08;Complet;Dev_Integral;;;;
202200723;Attaché Commercial Commerciale;F;54-71;0;Private;SUV;7;Highly Rural/ Rural;11/04/2022 02:23;Complet;Dev_Integral;;;;
202200724;Avocat;M;54-71;0;Private;Pickup;7;Highly Urban/ Urban;01/05/2022 22:37;Complet;Dev_Express;;;;
202200725;Hydrogéologue;M;54-71;0;Private;Sports Car;2;Highly Rural/ Rural;11/01/2022 16:57;Complet;Dev_Integral;;;;
202200726;Agent De Développement Touristique;M;54-71;0;Commercial;Pickup;8;Highly Urban/ Urban;14/01/2022 21:13;Complet;Dev_Express;;;;
202200727;Sociologue;M;54-71;0;Commercial;Panel Truck;1;Highly Urban/ Urban;12/03/2022 12:59;Complet;Dev_Express;;;;
202200728;Ascensoriste;F;54-71;0;Private;Pickup;11;Highly Urban/ Urban;16/04/2022 00:13;Complet;Dev_Integral;;;;
202200729;Modéliste;M;54-71;0;Private;Van;1;Highly Urban/ Urban;17/01/2022 08:39;Complet;Dev_Express;;;;
202200730;Conducteur Routier Routière;F;54-71;0;Private;Pickup;10;Highly Urban/ Urban;16/04/2022 10:28;Complet;Dev_Integral;;;;
202200731;Cryptologue;M;54-71;0;Private;Sports Car;;Highly Rural/ Rural;09/05/2022 03:37;Complet;Dev_Express;;;;
202200732;Étanchéiste;F;54-71;0;Private;Minivan;;Highly Rural/ Rural;06/01/2022 05:05;Complet;Dev_Express;;;;
202200733;Administrateur Judiciaire;M;54-71;0;Commercial;Van;8;Highly Rural/ Rural;18/02/2022 08:51;Complet;Dev_Express;;;;
202200734;Conducteur De Bus Ou D'Autocar;F;54-71;0;Private;SUV;9;Highly Urban/ Urban;29/03/2022 05:23;Complet;Dev_Integral;;;;
202200735;Secrétaire Médical;M;54-71;0;Commercial;Pickup;13;Highly Rural/ Rural;10/05/2022 23:21;Complet;Dev_Premium;;;;
202200736;Architecte Des Systèmes D'Information;F;54-71;0;Commercial;SUV;1;Highly Urban/ Urban;20/01/2022 06:01;Complet;Dev_Express;;;;
202200737;Responsable De Production Alimentaire;F;54-71;0;Commercial;SUV;4;Highly Urban/ Urban;27/04/2022 19:14;Complet;Dev_Express;;;;
202200738;Web-Ergonome;F;54-71;0;Private;SUV;9;Highly Urban/ Urban;16/05/2022 05:07;Complet;Dev_Express;;;;
202200739;Guide De Haute Montagne;M;54-71;0;Private;Minivan;13;Highly Urban/ Urban;08/04/2022 01:19;Complet;Dev_Express;;;;
202200740;Opérateur Sur Machine À Commande Numérique;F;54-71;0;Private;Minivan;10;Highly Urban/ Urban;24/02/2022 02:03;Complet;Dev_Integral;;;;
202200741;Mécanicien Bateaux;F;54-71;0;Private;SUV;15;Highly Urban/ Urban;24/02/2022 21:52;Complet;Dev_Express;;;;
202200742;Brodeur;M;54-71;0;Private;Minivan;1;Highly Urban/ Urban;20/04/2022 23:17;Complet;Dev_Premium;;;;
202200743;Régleur;M;54-71;0;Commercial;Pickup;1;Highly Urban/ Urban;16/03/2022 12:46;Complet;Dev_Express;;;;
202200744;Chef De Rayon;F;54-71;0;Private;Pickup;15;Highly Urban/ Urban;23/05/2022 03:01;Complet;Dev_Integral;;;;
202200745;Technicien Télécoms Et Réseaux;M;54-71;0;Private;Minivan;1;Highly Urban/ Urban;05/04/2022 00:02;Complet;Dev_Integral;;;;
202200746;Responsable Du Back Office;F;54-71;0;Private;Minivan;15;Highly Urban/ Urban;26/05/2022 21:39;Complet;Dev_Integral;;;;
202200747;Responsable Du Service Après-Vente;F;54-71;0;Commercial;Sports Car;15;Highly Urban/ Urban;06/02/2022 22:30;Complet;Dev_Express;;;;
202200748;Ingénieur De Recherche Clinique Et Épidémiologique;F;54-71;0;Private;SUV;9;Highly Urban/ Urban;08/02/2022 09:59;Complet;Dev_Integral;;;;
202200749;Hydrogéologue;M;54-71;0;Commercial;Pickup;13;Highly Urban/ Urban;04/02/2022 16:41;Complet;Dev_Express;;;;
202200750;Collecteur De Fonds;F;54-71;1;Private;Pickup;;Highly Urban/ Urban;02/04/2022 11:25;Complet;Dev_Premium;;;;
202200751;Conducteur De Travaux;M;54-71;0;Commercial;Pickup;10;Highly Urban/ Urban;20/03/2022 04:00;Complet;Dev_Express;;;;
